id,value
id_0,3.6439680959782716
id_1,14.82554512119496
id_2,21.774894489340003
id_3,4.744605602276145
id_4,25.473815595281554
id_5,20.183108945256564
id_6,23.017594799551308
id_7,28.509739868415217
id_8,14.908723879942022
id_9,58.02728765886996
id_10,9.074671846805956
id_11,9.7932578360966
id_12,62.46730769019182
id_13,52.651936247596595
id_14,22.797020152135865
id_15,12.616644991399347
id_16,29.747220553004947
id_17,64.35217562871584
id_18,0.8223398102219752
id_19,17.709133707881083
id_20,39.522529652594514
id_21,68.92995426980386
id_22,7.200224016692051
id_23,16.764840067749397
id_24,13.037082211456072
id_25,38.233970446345495
id_26,13.926406007466518
id_27,75.50293776990905
id_28,6.615450758619863
id_29,51.196880149866324
id_30,20.072796064310992
id_31,9.066409470816199
id_32,-1.311488322944915
id_33,17.1569485192137
id_34,26.947589389469748
id_35,36.582662483792824
id_36,40.99998802156862
id_37,30.086203658577386
id_38,37.460368547800876
id_39,34.830912231148915
id_40,5.071715766668833
id_41,38.70818748833435
id_42,32.02834072729915
id_43,47.04939126855851
id_44,14.873584273587
id_45,35.90364851937966
id_46,23.29323001390859
id_47,11.297280982752724
id_48,26.020743164030268
id_49,31.554755403325448
id_50,15.009935798380289
id_51,3.8426013616691477
id_52,24.74978587981765
id_53,47.75412441181808
id_54,13.22956798482667
id_55,33.894035632192406
id_56,34.47083539121176
id_57,19.52069229322798
id_58,59.38750525844413
id_59,20.604899793242147
id_60,10.179525825012906
id_61,41.733261152509925
id_62,14.021749572818903
id_63,49.42125241157776
id_64,12.500521040682823
id_65,16.47167025450733
id_66,12.122801496273109
id_67,0.46654110003719795
id_68,41.86659464847401
id_69,27.697623110468314
id_70,19.440589012706738
id_71,39.67963903772914
id_72,60.80086645018572
id_73,3.9377377950449284
id_74,13.86866439345584
id_75,2.27543575999631
id_76,36.61718250756763
id_77,12.297473760086115
id_78,21.63571374581557
id_79,18.101643863168167
id_80,19.0468452239605
id_81,26.468318486983797
id_82,17.95615499892719
id_83,90.92853954706376
id_84,33.899507356588344
id_85,27.054805116596796
id_86,19.67484393988154
id_87,34.44881871872262
id_88,20.044374498266727
id_89,18.53827404970155
id_90,27.359214079548615
id_91,38.24895609709503
id_92,2.5299988686999426
id_93,37.13565313030926
id_94,42.52384545500978
id_95,13.69162907783014
id_96,25.583376905662682
id_97,13.735541119142834
id_98,23.504304451769688
id_99,1.9525704076476962
id_100,15.485817723717457
id_101,24.87481065815197
id_102,16.487240994085248
id_103,15.963322086591639
