id,value
id_0,6.579429242281287
id_1,17.32931170637903
id_2,24.033631243352076
id_3,7.177404649187045
id_4,26.707569333847008
id_5,21.69445377164739
id_6,23.81676584975652
id_7,30.25634537911437
id_8,16.540088996018703
id_9,59.58211919474336
id_10,12.204225016598896
id_11,9.625040152629259
id_12,63.665290321818034
id_13,52.50976901183637
id_14,21.694589331244313
id_15,11.919661834219934
id_16,32.13784989865149
id_17,67.22823419481331
id_18,-0.2094392081914922
id_19,16.81166972219972
id_20,41.778425659425636
id_21,72.75031621611647
id_22,8.765527579347246
id_23,18.655891946439418
id_24,14.010502768268555
id_25,37.91052604610425
id_26,14.475138561367924
id_27,72.31597594697092
id_28,7.948208366587938
id_29,55.250334340903926
id_30,23.939195547959375
id_31,8.56115517804395
id_32,3.2057876983967586
id_33,18.654713579617884
id_34,28.343612474712412
id_35,37.19215521792988
id_36,43.06984261674324
id_37,30.669964365953724
id_38,41.76485294933269
id_39,34.58249996486999
id_40,7.492827458867833
id_41,40.196188362379786
id_42,30.729702117185955
id_43,50.584382839449376
id_44,16.81548914420823
id_45,35.02912716430993
id_46,24.336024986736007
id_47,10.069061288129038
id_48,25.37118109155262
id_49,32.61787130173323
id_50,20.444977603160954
id_51,8.5283877476384
id_52,21.387683534537732
id_53,52.9395665783549
id_54,15.7098271688052
id_55,35.04346674617693
id_56,32.14970052728932
id_57,21.8034966502328
id_58,57.48371276262611
id_59,22.46893588999989
id_60,14.524506254727031
id_61,42.94145690865413
id_62,12.661603051585903
id_63,48.89154651748663
id_64,13.953916741315522
id_65,15.792658696801713
id_66,14.43180781895631
id_67,-0.4135987250525578
id_68,42.76246806438991
id_69,29.39938647324807
id_70,20.322223253147722
id_71,40.69485096975554
id_72,60.66027016532182
id_73,5.238203052300929
id_74,16.570323838383167
id_75,4.417560544736767
id_76,39.17797971196224
id_77,14.078894230448906
id_78,21.70678648340315
id_79,21.218324697916227
id_80,24.12987197909611
id_81,36.211805368805756
id_82,22.248768338852088
id_83,96.11585544115438
id_84,36.283836385090396
id_85,27.514411642371357
id_86,21.646557335415157
id_87,31.959398323562652
id_88,23.76513263546245
